id,degree,eigenvector,closeness,page_name,predicted_eigen,eigen_residual,degree_rank,eigen_rank,closeness_rank,betweenness,betweenness_rank,bonacich_neutral,bonacich_neutral_rank,bonacich_supportive,bonacich_supportive_rank,bonacich_suppressive,bonacich_suppressive_rank,rank_change_supportive,rank_change_suppressive
46,0.021739130434782608,4.21313635533681e-05,0.4615474793834886,Eduardo Barbosa,0.005143354787415028,-0.00510122342386166,2319.0,3128.0,1853.0,2.681616920583578e-05,2539.0,0.19685841018631436,2378.0,0.09537413492517546,2404.0,4.183666279977949e-05,3114.0,26.0,736.0
51,0.027950310559006212,0.0015519496350003572,0.500965940867535,Ulli Sima,0.008831741607143917,-0.00727979197214356,2025.0,1155.0,1137.0,0.00014723373791238636,1686.0,0.19522361131166638,2474.0,0.09333031300061413,2591.0,0.0015516579618962197,1119.0,117.0,-1355.0
59,0.003105590062111801,1.1360399454092395e-06,0.3381335775391306,Pat Toomey,-0.005921805671771637,0.0059229417117170466,4292.0,4813.0,3960.0,2.2801098896251947e-05,2626.0,0.17886316244323508,4741.0,0.08236562635081576,4798.0,1.1093745501003316e-06,4813.0,57.0,72.0
60,0.040372670807453416,0.0011685713690292433,0.4773779564787261,Jean Rioux,0.01620851524660169,-0.015039943877572447,1565.0,1386.0,1511.0,1.0298056054303917e-07,4119.0,0.2360834657735985,1071.0,0.13354451651787508,962.0,0.0011644932988087843,1349.0,-109.0,278.0
62,0.003105590062111801,1.6044907416736828e-06,0.31412322479366356,Manolo Jiménez Salinas,-0.005921805671771637,0.005923410162513311,4292.0,4679.0,4352.0,0.0,4316.0,0.17949502382333615,4601.0,0.08291407087573405,4619.0,1.5960245505242024e-06,4674.0,18.0,73.0
67,0.015527950310559006,0.00012337336550673856,0.3517860209402288,Jennifer Newman,0.0014549679676861393,-0.0013315946021794007,2776.0,2384.0,3733.0,7.117826758447169e-06,3077.0,0.19054010409684558,2860.0,0.09244252012414819,2697.0,7.116860012702398e-05,2682.0,-163.0,-178.0
71,0.0,0.00037352544344297997,0.2829667564061973,Monika Lazar,-0.007765999081636081,0.00813952452507906,4944.0,1926.0,4953.0,0.0,4316.0,0.17763020888946296,5092.0,0.08189779865865084,5075.0,0.00037352098647377714,1883.0,-17.0,-3209.0
73,0.015527950310559006,0.0006231033111689313,0.3699297256844718,Benjamin Strasser,0.0014549679676861393,-0.000831864656517208,2776.0,1674.0,3399.0,8.098091324244934e-06,3035.0,0.18745434165639574,3174.0,0.08817691705824537,3255.0,0.0006230822370699229,1629.0,81.0,-1545.0
77,0.024844720496894408,0.0019635411184046295,0.48496177931889456,Fernando Ruas,0.006987548197279472,-0.005024007078874843,2172.0,1030.0,1370.0,3.239733702833947e-05,2448.0,0.20149607123069185,2098.0,0.10020056201960496,2037.0,0.0019631333564994317,1001.0,-61.0,-1097.0
78,0.0,2.8826373333054545e-07,0.28417967088373214,Victoria Prentis,-0.007765999081636081,0.007766287345369411,4944.0,5239.0,4893.0,0.0,4316.0,0.1796814915432952,4538.0,0.08340986190749022,4390.0,2.83800160589636e-07,5239.0,-148.0,701.0
82,0.012422360248447204,1.580831256413634e-05,0.3497270702993646,Mike Nahan,-0.0003892254421783044,0.0004050337547424407,3051.0,3779.0,3775.0,2.589324866114324e-07,3984.0,0.18659929335518732,3280.0,0.0882229589273272,3242.0,1.3286972510992441e-05,3876.0,-38.0,596.0
89,0.009316770186335404,1.2633885364060352e-06,0.310757341300737,Michal Rozin מיכל רוזין,-0.002233418852042748,0.0022346822405791542,3418.0,4781.0,4414.0,7.26194333236595e-05,2047.0,0.18263271493765434,3914.0,0.08469014193339777,4015.0,1.2586405645478405e-06,4773.0,101.0,859.0
93,0.003105590062111801,1.678043691155119e-06,0.3172778954018319,Vilson Covatti,-0.005921805671771637,0.0059234837154627925,4292.0,4666.0,4296.0,0.0,4316.0,0.17884051898710132,4752.0,0.08238220765012258,4784.0,1.662487186823382e-06,4665.0,32.0,-87.0
95,0.14285714285714285,0.00012098984801163734,0.44789146553168985,Fabiana Dadone,0.07706689777212834,-0.07694590792411671,259.0,2394.0,2111.0,4.0239659101232236e-05,2364.0,0.29995921321514835,407.0,0.17042086783243177,528.0,0.00012025036132239378,2371.0,121.0,1964.0
97,0.009316770186335404,7.631027815387396e-05,0.33815912930706904,Kevin Michel MLA,-0.002233418852042748,0.002309729130196622,3418.0,2670.0,3959.0,5.109943315771547e-08,4201.0,0.18532170064507092,3476.0,0.08809433260669237,3271.0,4.60304233337713e-05,3031.0,-205.0,-445.0
103,0.046583850931677016,3.571007772382589e-05,0.4268842045228563,林淑芬,0.01989690206633058,-0.019861191988606756,1382.0,3245.0,2523.0,9.652559446248357e-05,1893.0,0.21702049515236294,1514.0,0.10950503434048013,1617.0,3.5360831727410625e-05,3230.0,103.0,1716.0
106,0.17701863354037267,0.002903387977314105,0.5089124530926769,Chad Griffith - Lake Macquarie,0.09735302528063723,-0.09444963730332312,160.0,859.0,1040.0,0.00010224369214759788,1858.0,0.38774529055756607,163.0,0.2772526148090911,181.0,0.0017630157395026847,1059.0,18.0,896.0
108,0.003105590062111801,6.695624033123739e-07,0.2801598470587841,Dan Drew,-0.005921805671771637,0.005922475234174949,4292.0,5006.0,4980.0,0.00017565430147964693,1538.0,0.17832433474849302,5033.0,0.0819153245533664,5061.0,6.645074677997173e-07,5003.0,28.0,-30.0
109,0.07763975155279502,0.0002588269267249802,0.4447992340742278,Bronisław Komorowski,0.03833883616497502,-0.03808000923825004,724.0,2082.0,2205.0,0.001226657064654911,528.0,0.22881096406977086,1215.0,0.11477486797289722,1421.0,0.00025870639072362553,2051.0,206.0,836.0
113,0.13664596273291926,0.0003835307324744062,0.5512272745160613,Senator James McGrath,0.07337851095239946,-0.07299498021992505,279.0,1919.0,573.0,0.00182974152258688,370.0,0.30904548031174484,364.0,0.18434809484633827,432.0,0.00031270267345286665,1959.0,68.0,1595.0
114,0.024844720496894408,0.0011955404074820667,0.49767579766898584,"Philippe Noguès, une voix de gauche",0.006987548197279472,-0.0057920077897974055,2172.0,1378.0,1177.0,4.0106928549420864e-05,2366.0,0.1955643604254473,2451.0,0.09396424929418919,2529.0,0.001194750728743946,1340.0,78.0,-1111.0
116,0.012422360248447204,5.725840608918532e-07,0.2772232609293034,Sebastian Galmarini,-0.0003892254421783044,0.0003897980262391962,3051.0,5055.0,5007.0,3.560633315281827e-05,2414.0,0.1840376148754652,3683.0,0.085456116795646,3836.0,5.68060751776495e-07,5054.0,153.0,1371.0
118,0.003105590062111801,1.3283275406457008e-05,0.35138922555982316,Vesna Pusić,-0.005921805671771637,0.0059350889471780945,4292.0,3893.0,3749.0,1.046044703661734e-06,3698.0,0.1783657386677589,5003.0,0.08196138001105638,5028.0,1.3265014445978054e-05,3877.0,25.0,-1126.0
129,0.049689440993788817,6.35843724212853e-05,0.4964851362644317,Governor Jan Brewer,0.021741095476195023,-0.021677511103773736,1281.0,2819.0,1193.0,0.004898369481625205,153.0,0.21064382885048494,1713.0,0.10292773783587256,1906.0,6.321716244289667e-05,2794.0,193.0,1081.0
138,0.09627329192546584,0.008770973250531926,0.7176873826264659,Peter Kraus,0.049403996624161686,-0.040633023373629756,548.0,576.0,25.0,0.011656102339185929,56.0,0.25152600162842603,799.0,0.13536687758839802,922.0,0.008758668977286882,576.0,123.0,-223.0
144,0.012422360248447204,4.546511867051039e-05,0.41287467256496324,Bajnai Gordon,-0.0003892254421783044,0.00043469056084881476,3051.0,3062.0,2811.0,0.0006569406907124803,786.0,0.18393444197873113,3703.0,0.08541985272341336,3848.0,4.5082544721165804e-05,3053.0,145.0,-650.0
145,0.037267080745341616,0.018177429572365372,0.5307413663685769,Michael Leutert,0.01436432183673725,0.0038131077356281223,1656.0,445.0,766.0,0.00023828108036189616,1320.0,0.20999942045379608,1735.0,0.11001661899421603,1595.0,0.01817710900038905,445.0,-140.0,-1290.0
146,0.003105590062111801,0.0006818993964074324,0.3909434614773481,Uwe Schünemann MdL,-0.005921805671771637,0.00660370506817907,4292.0,1642.0,3094.0,6.01623224550948e-08,4179.0,0.17998071859169518,4502.0,0.08383257429402072,4267.0,0.0006818089398533615,1599.0,-235.0,-2903.0
155,0.031055900621118012,3.2213802590348705e-05,0.47666562388592504,Kátia Abreu,0.01067593501700836,-0.010643721214418011,1883.0,3317.0,1525.0,0.0007465422409836767,728.0,0.20089280636925513,2129.0,0.09751140595152631,2228.0,3.1925035350747574e-05,3298.0,99.0,1169.0
156,0.034161490683229816,0.07816166648203789,0.5709544628637393,Jakob von Weizsäcker,0.012520128426872805,0.06564153805516508,1765.0,233.0,435.0,6.38995079814843e-06,3119.0,0.23283772880558334,1131.0,0.1488429796468868,720.0,0.078160703210719,233.0,-411.0,-898.0
176,0.12422360248447205,4.688278674367355e-05,0.4508712221672455,Horacio Rodríguez Larreta,0.06600173731294168,-0.06595485452619801,343.0,3039.0,2044.0,0.0006432914034385874,796.0,0.26583585218733263,654.0,0.14016180468544925,844.0,4.6452393785093904e-05,3025.0,190.0,2371.0
180,0.031055900621118012,0.000223678241250903,0.3868493415186364,Gavin Shuker MP,0.01067593501700836,-0.010452256775757457,1883.0,2154.0,3141.0,0.0026816444629297644,270.0,0.19558916395430814,2449.0,0.09273833212117306,2663.0,0.0002236306175593705,2120.0,214.0,-329.0
186,0.08695652173913043,4.164536369931532e-05,0.4285724248518813,曹嘉豪,0.043871416394568354,-0.04382977103086904,639.0,3134.0,2470.0,0.0012160960084549122,532.0,0.23851794220706002,1013.0,0.12193980549223707,1210.0,4.1243274353583645e-05,3118.0,197.0,2105.0
187,0.40372670807453415,0.007215009505505773,0.6040178161555428,Bill Shorten MP,0.23197914420074164,-0.22476413469523587,22.0,608.0,258.0,0.011150971926671319,58.0,0.62848091534248,27.0,0.4901806339671512,37.0,0.005023444529215214,682.0,10.0,655.0
191,0.08074534161490683,7.584333775020363e-05,0.4539389112950047,Ruth Ellen Brosseau,0.04018302957483946,-0.04010718623708926,695.0,2676.0,1990.0,0.00044758115386134235,949.0,0.23116073219812036,1168.0,0.11620294726759416,1371.0,7.525370270636451e-05,2650.0,203.0,1482.0
195,0.0,1.5230227607817244e-06,0.3179556457424368,Mauricio Osorio Domínguez,-0.007765999081636081,0.0077675221043968625,4944.0,4694.0,4282.0,0.0,4316.0,0.17706693963113782,5194.0,0.08128788624103514,5201.0,1.5129253769006545e-06,4693.0,7.0,-501.0
200,0.009316770186335404,0.001399256249210809,0.6293847357920191,Brendan Boyle,-0.002233418852042748,0.003632675101253557,3418.0,1257.0,206.0,0.0003443111901020124,1112.0,0.1868114376722566,3257.0,0.08916020807645741,3083.0,0.0013891741335188023,1224.0,-174.0,-2033.0
202,0.003105590062111801,0.012727996770832724,0.5319015224976685,Paolo De Castro,-0.005921805671771637,0.018649802442604363,4292.0,506.0,747.0,0.0,4316.0,0.1852548047708897,3489.0,0.09187616160206855,2756.0,0.012727728092056955,505.0,-733.0,-2984.0
203,0.040372670807453416,2.562428173123492e-05,0.37156784833995465,Benedita da Silva,0.01620851524660169,-0.016182890964870456,1565.0,3490.0,3362.0,2.6163256840333047e-06,3453.0,0.2155523257328892,1564.0,0.10913538846431886,1628.0,2.5463868223910243e-05,3476.0,64.0,1912.0
209,0.003105590062111801,4.497888014514362e-05,0.35770602626515113,Ileana Argentin,-0.005921805671771637,0.005966784551916781,4292.0,3070.0,3634.0,4.1281323513828325e-07,3900.0,0.17907294057098072,4682.0,0.08256416601461303,4727.0,4.49589464487098e-05,3055.0,45.0,-1627.0
210,0.059006211180124224,0.001279811169837307,0.48586873858383495,Karen Ludwig,0.027273675705788356,-0.02599386453595105,1057.0,1339.0,1357.0,4.258558235754294e-05,2337.0,0.2511697207095516,803.0,0.14496756687976,765.0,0.0012751337920228853,1302.0,-38.0,499.0
211,0.003105590062111801,5.957136670169604e-05,0.38983605055437,Ryszard Wilczyński,-0.005921805671771637,0.005981377038473333,4292.0,2857.0,3104.0,1.2338691088347937e-06,3651.0,0.17958339922876887,4588.0,0.08306505223497866,4577.0,5.9548299989014796e-05,2827.0,-11.0,-1761.0
212,0.36645962732919257,0.00023865484415312347,0.5048466501156188,Dilma Rousseff,0.20984882328236834,-0.20961016843821523,29.0,2122.0,1087.0,0.009711821056801458,66.0,0.4398963601971346,102.0,0.25740620012128407,219.0,0.00023684841719901045,2096.0,117.0,1994.0
216,0.10559006211180125,0.25710999068150114,0.558787099672307,Dagmar Ziegler MdB,0.054936576853755026,0.20217341382774612,471.0,102.0,510.0,0.00033661759920650857,1127.0,0.34989905498177437,229.0,0.2941453985587359,160.0,0.2571099677348112,102.0,-69.0,-127.0
217,0.06521739130434782,0.0008596153259644747,0.43897375650665127,Jeremy Corbyn,0.030962062525517246,-0.03010244719955277,940.0,1511.0,2320.0,0.007070106603325779,94.0,0.21708493347540303,1511.0,0.10641447051333908,1743.0,0.000859547702039757,1466.0,232.0,-45.0
220,0.012422360248447204,3.066197718443766e-05,0.3670309097633271,Sharon Hodgson,-0.0003892254421783044,0.00041988741936274204,3051.0,3356.0,3489.0,8.368089645480852e-05,1974.0,0.1847988884420881,3553.0,0.08609860018134784,3683.0,3.063429695308647e-05,3334.0,130.0,-219.0
225,0.009316770186335404,0.0010003622056036473,0.40953506218159985,Lorenz Caffier,-0.002233418852042748,0.0032337810576463953,3418.0,1451.0,2859.0,4.380462807123533e-06,3268.0,0.18897270327213098,3003.0,0.09116504377562011,2837.0,0.0010000289655640385,1412.0,-166.0,-1591.0
229,0.024844720496894408,6.758898026304709e-05,0.38176731390246693,Peppe De Cristofaro,0.006987548197279472,-0.006919959217016425,2172.0,2754.0,3222.0,0.00020990925060423646,1395.0,0.1926713707866938,2689.0,0.0910947083236888,2847.0,6.750537023823551e-05,2725.0,158.0,36.0
230,0.07142857142857142,0.24972602316999662,0.5548667125823448,Metin Hakverdi,0.03465044934524613,0.21507557382475048,826.0,108.0,544.0,2.791084118092602e-06,3432.0,0.3281026703381496,283.0,0.27824533667280776,176.0,0.2497256737750209,108.0,-107.0,-175.0
231,0.009316770186335404,2.1717065941678196e-06,0.1681688978817807,Kathleen Lynch,-0.002233418852042748,0.0022355905586369158,3418.0,4565.0,5584.0,4.638002932627388e-05,2287.0,0.18196109756308143,4076.0,0.08413242455675013,4196.0,2.1717133193390296e-06,4554.0,120.0,478.0
234,0.034161490683229816,9.046076791381326e-06,0.3627082280642047,Councillor Adam Allan,0.012520128426872805,-0.012511082350081424,1765.0,4073.0,3574.0,5.223068242609929e-06,3210.0,0.19973634765429255,2200.0,0.09606065725268183,2347.0,6.9434281602648875e-06,4145.0,147.0,1945.0
239,0.031055900621118012,0.0007606406892891135,0.40591912907513944,Florian Toncar,0.01067593501700836,-0.009915294327719246,1883.0,1569.0,2925.0,0.0010810232123706028,608.0,0.19724422815096074,2353.0,0.09436301945076267,2494.0,0.0007606031207973439,1528.0,141.0,-825.0
241,0.015527950310559006,1.8910897215814867e-06,0.3489906003828892,Brandon Creighton,0.0014549679676861393,-0.0014530768779645578,2776.0,4623.0,3782.0,9.713678966486628e-05,1888.0,0.18697335105889104,3242.0,0.08750552450433416,3371.0,1.8804571215888412e-06,4620.0,129.0,1378.0
244,0.006211180124223602,9.051835379109626e-07,0.3082233229261891,Sergio Casas,-0.0040776122619071925,0.004078517445445104,3825.0,4909.0,4464.0,0.00017895231184165823,1509.0,0.18097093423416888,4232.0,0.08376248326803541,4279.0,8.967621575665064e-07,4905.0,47.0,673.0
246,0.062111801242236024,0.021264007295663568,0.5453032585439244,Bodo Ramelow,0.029117869115652797,-0.00785386181998923,989.0,420.0,626.0,0.00047797980739571714,915.0,0.2280995988821888,1231.0,0.12310015155359798,1184.0,0.021263601424882254,419.0,-47.0,-812.0
256,0.006211180124223602,0.012473300608091464,0.4773779564787261,Valdis Dombrovskis,-0.0040776122619071925,0.016550912869998657,3825.0,513.0,1511.0,5.877669244178612e-07,3819.0,0.18764014221749178,3153.0,0.09344736102653575,2580.0,0.012473190801965807,513.0,-573.0,-2640.0
257,0.07763975155279502,0.012507261222795362,0.5691362433832344,Alex Zeyer,0.03833883616497502,-0.025831574942179657,724.0,511.0,446.0,0.0001516569596470748,1673.0,0.2590479244643696,718.0,0.14992267383680677,707.0,0.01250397932283638,511.0,-11.0,-207.0
268,0.003105590062111801,6.366934511845269e-07,0.28303280923594554,Richard Acuña N.,-0.005921805671771637,0.005922442365222822,4292.0,5021.0,4949.0,4.3333403595166884e-07,3889.0,0.17838439262745645,4994.0,0.08196569580712997,5024.0,6.323369759709108e-07,5017.0,30.0,23.0
269,0.0,4.2919853388714645e-07,0.22341984089570233,Παύλος Πολάκης / Pavlos Polakis,-0.007765999081636081,0.007766428280169968,4944.0,5133.0,5317.0,0.0,4316.0,0.17655536230879104,5560.0,0.0808448189118905,5572.0,4.2909594284307116e-07,5129.0,12.0,-431.0
272,0.003105590062111801,1.43359096781528e-07,0.09988108024488167,Ali Atalan,-0.005921805671771637,0.005921949030868418,4292.0,5363.0,5680.0,0.0,4316.0,0.17843064191702446,4966.0,0.08199960733954736,4998.0,1.433576236491624e-07,5359.0,32.0,393.0
283,0.09627329192546584,0.00025930691730147317,0.5150198605828297,Louise Schack Elholm,0.049403996624161686,-0.049144689706860215,548.0,2081.0,948.0,0.0003870624112015502,1016.0,0.24483758567875002,900.0,0.12600095924377216,1117.0,0.0002583162926874826,2053.0,217.0,1153.0
284,0.0,1.033458708825943e-07,0.268959105564867,Goodluck Jonathan,-0.007765999081636081,0.007766102427506963,4944.0,5386.0,5077.0,0.0,4316.0,0.1765462653307892,5579.0,0.08084025663790287,5578.0,9.547153065697818e-08,5388.0,-1.0,-191.0
290,0.4813664596273292,0.004056200129145943,0.5585755329780147,Marie-Claude Bibeau,0.2780839794473528,-0.2740277793182069,14.0,764.0,511.0,0.002573565066912299,282.0,0.6031486971438027,31.0,0.4167914975644149,59.0,0.004035673385102318,749.0,28.0,718.0
291,0.003105590062111801,2.6442092703079443e-06,0.3064104681877147,Dagoberto Nogueira,-0.005921805671771637,0.005924449881041945,4292.0,4492.0,4512.0,0.0,4316.0,0.18235018563647745,3972.0,0.08545367117576733,3838.0,2.6204971570669163e-06,4487.0,-134.0,515.0
293,0.003105590062111801,5.0669772203367285e-06,0.2503397309160706,Ignazio Cassis,-0.005921805671771637,0.005926872648991974,4292.0,4260.0,5163.0,6.948499360032372e-06,3089.0,0.17828904408222482,5048.0,0.08188836790786753,5082.0,5.066714772373304e-06,4254.0,34.0,-794.0
302,0.034161490683229816,3.341488435031321e-05,0.437081670723147,Murray Rankin,0.012520128426872805,-0.012486713542522492,1765.0,3295.0,2341.0,1.9206093163286356e-05,2703.0,0.20069390115199515,2147.0,0.09664846301488567,2295.0,3.3121485248174714e-05,3273.0,148.0,1126.0
304,0.13664596273291926,0.002331781796916305,0.653480231162192,John Key,0.07337851095239946,-0.07104672915548316,279.0,938.0,119.0,0.022822665506803553,23.0,0.2862886923834467,497.0,0.15910481863481984,607.0,0.002296389819420789,916.0,110.0,419.0
311,0.040372670807453416,8.623743111003872e-05,0.4705151679517646,Ellen Sandell,0.01620851524660169,-0.01612227781549165,1565.0,2582.0,1665.0,1.3727932912457137e-05,2854.0,0.20653224898584607,1874.0,0.1014627473296961,1972.0,6.842305270993564e-05,2712.0,98.0,838.0
314,0.003105590062111801,0.00014121081025023183,0.37240336564375703,Antje Tillmann,-0.005921805671771637,0.006063016482021869,4292.0,2333.0,3349.0,0.0,4316.0,0.17902357607357364,4686.0,0.08269502975531677,4689.0,0.00014113247936258576,2295.0,3.0,-2391.0
317,0.012422360248447204,1.7353234861974034e-06,0.312758875239212,Tadeu Alencar,-0.0003892254421783044,0.0003909607656645018,3051.0,4655.0,4379.0,7.014327958543688e-07,3788.0,0.18494697330031776,3532.0,0.08628475980055914,3637.0,1.7198972167078348e-06,4654.0,105.0,1122.0
321,0.13354037267080746,8.897705132230263e-05,0.40254421425072634,"Rachael Harder, MP",0.07153431754253502,-0.07144534049121272,290.0,2562.0,2952.0,0.00010664251204061786,1839.0,0.31698457378363326,324.0,0.19450057327954967,377.0,8.691651867579634e-05,2545.0,53.0,2221.0
322,0.015527950310559006,0.0635796826136232,0.3984230971652664,Robert von Olberg,0.0014549679676861393,0.062124714645937065,2776.0,264.0,3006.0,5.210343319407994e-08,4200.0,0.2139705841452021,1608.0,0.1302955620852695,1036.0,0.06357979639200116,264.0,-572.0,-1344.0
332,0.015527950310559006,4.46185748557405e-06,0.3666185059620806,José Luis Gioja,0.0014549679676861393,-0.0014505061102005653,2776.0,4304.0,3498.0,0.0002957448238691646,1213.0,0.18785085739000737,3118.0,0.08830228422388947,3227.0,4.428079820455338e-06,4298.0,109.0,1180.0
334,0.07142857142857142,0.18644257700217506,0.5690066231248622,Jürgen Coße,0.03465044934524613,0.15179212765692893,826.0,152.0,448.0,4.319154549354896e-05,2332.0,0.2990914803386035,410.0,0.233786818857311,270.0,0.18644223373165741,152.0,-140.0,-258.0
342,0.040372670807453416,0.00021919122819624633,0.5109011450660944,Sofie Carsten Nielsen,0.01620851524660169,-0.015989324018405443,1565.0,2163.0,1010.0,0.0002461483515649446,1297.0,0.20742515559932287,1831.0,0.1017598630372716,1960.0,0.00021848289024287845,2133.0,129.0,302.0
353,0.003105590062111801,1.2624675557506539e-06,0.32048379423059836,Martín Insaurralde,-0.005921805671771637,0.005923068139327387,4292.0,4782.0,4240.0,6.613314424176741e-07,3798.0,0.17895364765157754,4699.0,0.08245973018613245,4750.0,1.2557997424111746e-06,4774.0,51.0,75.0
360,0.015527950310559006,0.0003959194358492659,0.5195259108480239,Cristina Cifuentes,0.0014549679676861393,-0.0010590485318368733,2776.0,1909.0,896.0,0.0001850930607186061,1483.0,0.1878615978688383,3113.0,0.08853692193796925,3187.0,0.00039552760374346945,1865.0,74.0,-1248.0
361,0.06832298136645963,7.64899874893906e-05,0.36838107374854034,Dominique Anglade,0.03280625593538169,-0.0327297659478923,879.0,2668.0,3450.0,0.00018100353005225732,1500.0,0.23089249406782883,1172.0,0.11869165278581037,1304.0,7.620180424747775e-05,2643.0,132.0,1471.0
362,0.037267080745341616,0.08257584470861654,0.4960765514850941,Dr. Jens Katzek,0.01436432183673725,0.06821152287187929,1656.0,223.0,1200.0,7.819305780883725e-06,3046.0,0.23518272492269793,1088.0,0.15159512177712464,689.0,0.08257584219359791,223.0,-399.0,-865.0
364,0.35714285714285715,0.0038684340834267954,0.6777398014312623,Loïc Hervé,0.204316243052775,-0.2004478089693482,32.0,776.0,61.0,0.0367044032202535,12.0,0.405588354532051,134.0,0.22841827300361495,282.0,0.0038645761134128843,756.0,148.0,622.0
365,0.20186335403726707,0.0020306945967221413,0.700282954464031,Betinho Gomes,0.11210657255955278,-0.11007587796283064,120.0,1018.0,42.0,0.047600212173271164,8.0,0.3345628147428036,264.0,0.1905364108756571,402.0,0.0020197221225550298,989.0,138.0,725.0
369,0.19254658385093168,0.42098820995691877,0.5918520365770137,Axel Schäfer,0.10657399232995945,0.3144142176269593,133.0,48.0,304.0,0.0002637638607867371,1258.0,0.46253577103218385,78.0,0.4299774332932059,53.0,0.42098797361061385,48.0,-25.0,-30.0
372,0.0,1.3122426785796852e-05,0.32655713532768693,Jesper Würtzen,-0.007765999081636081,0.0077791215084218775,4944.0,3897.0,4131.0,0.0,4316.0,0.17736264655136014,5132.0,0.08154324205538291,5143.0,1.3099443149055374e-05,3881.0,11.0,-1251.0
389,0.006211180124223602,3.623417292897569e-05,0.43740730479959455,State Representative Nicole Collier,-0.0040776122619071925,0.004113846434836168,3825.0,3236.0,2338.0,4.4723676351233936e-05,2312.0,0.18066578094352123,4300.0,0.08348875095885158,4347.0,3.6008206363914284e-05,3217.0,47.0,-1083.0
398,0.015527950310559006,0.0021089761003149697,0.6606407139960796,"Representative Ramon Romero, Jr.",0.0014549679676861393,0.0006540081326288304,2776.0,996.0,94.0,0.002242605882007931,325.0,0.19242496568684953,2708.0,0.09334689439144986,2590.0,0.0020979358002214516,969.0,-118.0,-1739.0
403,0.09316770186335403,4.849565747739171e-05,0.38388429740284236,Jean D'Amour,0.04755980321429724,-0.04751130755681984,571.0,3010.0,3193.0,0.000700876775970416,761.0,0.25109549116708024,805.0,0.13283891808930628,979.0,4.8249610737046804e-05,2993.0,174.0,2188.0
412,0.10248447204968944,0.3037120212876143,0.5736506202770854,Gabi Weber,0.05309238344389058,0.25061963784372376,496.0,83.0,414.0,1.8772046274860208e-05,2717.0,0.36683025177238804,193.0,0.32384406706534435,128.0,0.30371198772009367,83.0,-65.0,-110.0
